Country Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
TUR,49.58,22.66,6.81,4.93,9.7,12.42,12.79,8.02,10.58,6.24,8.41,9.1,12.62,11.15,5.79,12.7,17.96,19.54,13.85,24.28,85.17
TZA,4.1,6.53,8.24,4.74,7.0,7.01,12.65,17.53,7.64,15.97,20.59,8.47,7.43,8.41,7.5,9.12,2.96,2.86,4.79,4.26,6.87
UGA,3.24,-0.21,-3.07,-6.87,5.94,2.66,19.85,25.25,2.66,29.26,13.61,2.25,3.82,7.43,5.53,10.1,-1.19,-0.2,1.76,0.67,12.64
UKR,0.0,6.2,11.3,16.6,5.31,9.64,35.68,11.94,10.88,6.42,-2.13,-2.16,12.05,45.92,8.96,12.88,11.15,8.0,2.74,10.79,25.26
URY,15.03,22.53,11.39,3.04,5.64,16.15,13.7,5.2,5.99,9.54,8.39,10.68,10.42,9.47,9.62,2.81,8.34,8.76,13.76,6.8,10.95
USA,1.84,2.14,3.37,2.43,2.35,3.91,5.37,1.88,0.79,3.58,2.55,1.41,2.31,1.8,0.34,0.88,1.4,0.89,3.51,3.47,11.35
VEN,28.31,37.61,33.81,21.14,20.07,26.83,42.82,27.96,32.97,29.92,24.8,54.15,86.73,218.67,217.74,482.7,38386.0,17710.79,2220.0,1934.56,193.71
VNM,7.6,2.51,12.52,11.08,8.68,11.23,36.89,8.46,11.41,26.69,7.9,2.69,4.0,1.48,2.61,-1.08,3.24,4.07,9.44,0.73,1.96
ZAF,17.39,8.07,1.88,2.0,6.1,9.51,15.31,9.53,1.37,7.13,7.15,5.7,7.6,5.12,10.53,6.95,3.58,3.55,4.39,6.1,8.97
ZMB,27.1,22.1,16.4,18.6,4.9,5.3,13.8,14.2,5.2,4.83,7.01,6.52,7.25,11.08,21.26,5.76,7.14,10.44,16.24,27.71,15.68
ZWE,135.1,386.4,369.5,223.9,1034.2,7375.3,7375.3,-15.08,3.83,3.99,4.62,1.69,-3.12,-3.34,-3.26,2.5,14.59,86.12,601.02,105.8,63.31
AUS,4.77,26.14,2.18,2.39,-12.31,31.31,3.83,2.12,58.17,2.45,2.11,1.13,2.57,2.33,27.38,5.54,1.54,1.49,0.44,1.41,5.05
AUT,2.16,1.41,1.78,1.69,0.92,1.62,1.94,1.77,1.41,2.35,2.09,2.07,1.98,1.85,1.47,1.97,1.81,1.65,1.9,2.15,5.28
ARM,0.14,2.5,4.92,0.79,2.71,3.78,11.75,3.69,7.49,8.63,5.26,5.85,1.88,5.14,-2.02,0.7,3.7,1.17,1.3,7.23,8.28
BEL,-8.18,24.44,1.87,2.14,0.61,1.63,1.94,1.94,1.4,1.81,2.24,1.35,1.57,1.37,1.96,1.52,1.31,3.77,1.48,1.61,4.42
BRA,8.38,13.08,7.92,7.45,4.52,3.56,4.92,5.18,5.03,6.48,5.6,5.81,6.49,8.61,7.61,4.47,3.28,3.52,2.23,5.1,8.94
CAN,2.68,2.42,1.34,1.36,1.27,2.04,1.06,1.69,1.34,1.43,1.35,0.83,1.56,2.55,2.02,1.78,2.02,2.29,1.29,2.4,5.03
CHE,0.63,-0.78,0.8,0.82,0.71,0.63,1.45,1.09,0.22,2.61,0.27,-0.85,-0.01,-0.35,-0.33,0.29,0.37,0.46,-0.25,0.36,1.71
CHL,2.68,1.63,1.22,2.38,2.99,2.35,5.18,1.16,0.53,1.25,2.21,1.49,3.59,4.67,4.0,2.03,1.72,2.21,2.29,3.82,8.97
COL,5.78,6.44,5.66,4.62,3.72,5.79,5.61,4.66,2.83,2.88,3.31,2.48,2.77,4.19,6.58,5.06,3.35,3.44,2.25,2.07,6.22
CRI,8.81,9.77,9.54,10.41,10.81,7.94,12.46,9.76,5.14,4.58,4.63,5.31,4.34,1.81,0.14,1.24,2.1,2.38,1.31,0.88,1.88
CZE,0.56,-0.01,1.5,0.49,0.67,1.46,2.11,-0.84,0.09,1.07,0.78,0.06,0.75,0.15,0.51,2.57,1.86,2.22,3.63,4.99,12.18
DEU,1.56,0.94,1.71,1.06,1.13,1.94,1.44,1.27,0.71,0.92,1.28,1.26,1.37,1.67,1.21,1.23,1.31,1.49,0.96,2.13,3.72
DNK,2.52,2.32,1.3,1.38,1.4,1.41,13.46,2.26,1.84,1.81,1.9,1.21,0.87,-19.08,2.05,14.47,0.65,0.76,0.93,1.2,3.87
DOM,4.84,23.72,47.11,4.9,5.09,4.58,7.22,5.18,3.46,5.54,3.71,4.88,3.24,2.23,1.68,2.18,2.58,2.14,3.63,5.92,7.07
ESP,2.84,2.9,35.36,2.48,2.75,44.43,1.04,-3.83,0.57,1.3,24.55,1.08,-0.05,0.52,0.84,1.13,0.93,0.96,0.57,0.57,3.62
EST,2.92,2.41,1.22,1.87,3.31,5.43,6.46,1.87,0.75,2.3,2.2,1.41,1.0,1.42,1.33,2.12,2.3,2.12,0.15,2.78,9.5
FIN,1.54,0.61,-0.21,0.19,1.27,2.64,2.55,0.4,1.19,2.04,2.27,0.98,1.46,0.56,0.96,0.66,0.68,0.83,0.5,1.73,3.97
FRA,1.79,2.1,2.17,1.54,1.29,-11.35,14.63,-11.68,17.02,1.1,1.35,0.87,1.0,0.55,0.42,8.94,1.01,0.74,0.97,0.96,2.72
GBR,1.48,1.28,1.07,1.44,1.7,1.9,1.9,1.6,2.0,2.8,2.1,1.9,1.6,1.3,1.6,2.3,1.9,1.7,1.5,2.3,5.26
GRC,3.42,5.93,3.18,3.16,2.45,2.74,6.95,2.23,3.39,1.88,0.2,-2.02,-1.24,-1.01,-1.13,0.45,22.3,-2.43,-0.67,-0.62,3.17
GTM,6.79,4.71,5.71,6.65,5.1,4.85,8.14,2.67,2.49,4.7,3.93,3.78,3.16,3.19,3.12,2.96,2.72,3.04,2.41,3.0,4.25
HND,8.42,7.7,7.64,7.88,5.99,6.59,9.91,7.18,3.96,5.58,6.15,5.69,5.93,4.83,3.55,3.96,3.85,4.04,3.98,4.59,7.92
HRV,2.91,1.82,2.28,1.96,3.45,3.23,3.45,3.57,0.48,0.6,0.96,1.04,0.44,0.73,0.14,0.71,0.86,0.91,1.0,1.61,6.12
HUN,5.84,4.53,5.7,2.06,2.23,5.3,5.08,4.12,2.99,2.73,5.07,3.33,2.17,1.21,1.39,2.32,2.48,3.78,3.05,4.55,9.8
IRL,17.0,3.92,2.37,2.45,4.17,5.87,3.26,-4.34,-1.22,26.63,-2.24,0.66,0.93,-12.55,0.96,0.33,0.14,1.13,0.27,1.8,4.67
ISL,6.17,3.03,3.21,5.05,6.29,6.55,11.4,11.39,4.68,2.61,4.59,4.1,2.73,2.09,2.16,2.43,2.53,2.93,2.89,4.38,7.67
ISR,5.95,-0.27,-1.21,0.11,1.43,0.05,2.82,4.25,2.86,2.96,1.26,0.88,0.76,0.5,0.05,-0.02,0.68,0.9,-0.14,1.25,3.85
ITA,-22.89,2.48,2.13,2.05,1.73,1.91,35.2,-13.39,13.78,-3.33,1.75,1.12,0.83,0.68,-28.62,0.69,0.61,0.6,0.49,0.8,2.79
JPN,-0.77,-0.3,-0.39,-0.31,-0.23,-0.14,0.35,-0.78,-1.1,-0.75,-0.49,-0.09,1.98,1.02,0.4,-0.07,0.19,0.45,0.11,-0.73,0.19
KOR,2.97,3.06,2.93,2.35,1.8,2.32,4.26,3.55,1.76,3.18,1.68,1.65,1.99,2.2,1.6,1.48,1.17,0.89,0.35,1.37,3.56
LTU,0.48,0.74,0.65,1.17,2.27,5.08,8.98,3.93,0.07,2.29,2.26,1.25,1.0,1.24,2.23,3.89,2.18,2.41,3.06,3.5,10.05
LUX,-27.15,28.19,-19.78,27.67,12.35,2.12,1.99,2.02,1.58,2.39,2.09,2.08,1.31,1.61,0.95,1.37,0.88,1.8,1.29,1.57,4.04
LVA,1.64,0.76,4.42,4.32,4.75,8.45,12.16,5.38,-2.19,0.81,0.36,0.16,1.83,1.81,1.55,1.6,2.25,2.78,1.22,1.88,6.85
MAR,1.6,1.1,1.5,1.6,3.1,1.7,4.5,0.7,0.4,1.8,0.9,1.5,1.2,1.4,0.8,1.3,1.8,0.58,0.54,1.59,5.42
MEX,4.49,3.86,3.82,3.54,3.34,3.84,4.72,5.01,3.89,3.21,3.42,2.72,3.18,2.36,2.97,4.68,3.82,3.71,3.2,3.86,5.95
MUS,4.76,6.63,15.0,15.93,12.67,6.59,9.55,3.79,2.78,4.75,3.06,2.57,3.11,1.75,2.25,2.18,1.79,1.77,3.06,4.48,7.3
NGA,8.09,19.8,13.08,10.48,13.89,2.91,6.71,11.17,11.98,10.64,13.26,6.78,7.16,8.16,12.59,12.96,11.19,9.76,10.85,13.75,15.53
NLD,3.39,2.09,1.62,1.33,0.41,1.47,2.2,4.84,1.68,1.68,1.95,2.74,1.48,1.37,32.3,0.95,1.31,7.17,2.17,1.92,4.08
NOR,2.02,1.1,0.5,1.39,0.99,1.67,2.31,2.59,1.45,1.83,1.57,1.65,2.47,2.61,3.26,1.73,1.2,2.59,3.14,1.66,3.49
NZL,2.73,1.83,2.15,2.84,2.78,2.35,1.96,2.61,1.88,2.62,1.3,1.24,1.48,1.27,1.37,1.4,1.15,1.84,2.31,3.71,5.74
PER,1.12,0.99,1.08,1.14,1.37,1.95,4.57,4.36,1.92,2.97,3.58,3.5,3.5,3.82,4.0,2.97,2.33,2.39,1.78,2.4,5.51
PHL,3.3,2.5,4.2,6.2,5.4,2.9,5.8,4.2,3.6,4.3,3.7,2.9,3.0,2.1,1.9,2.9,3.92,3.03,3.22,3.59,4.43
POL,2.69,0.73,1.75,1.34,0.31,1.08,2.48,2.85,1.67,2.43,2.19,1.2,0.64,0.32,-0.25,0.78,0.74,1.89,3.88,4.1,8.85
PRT,4.76,3.36,2.51,-17.32,13.24,2.35,1.99,1.12,0.99,-1.11,-20.14,0.19,0.07,-24.85,0.74,1.09,0.67,0.49,-0.04,0.75,5.45
PRY,9.79,13.28,3.09,5.28,9.1,6.44,10.63,2.84,4.84,7.93,2.7,3.8,4.74,3.72,4.69,4.7,3.2,2.63,2.7,4.57,7.54
SAU,-0.63,-1.04,-1.12,-2.54,-0.38,1.31,0.93,1.85,1.15,1.42,2.87,2.03,1.18,0.89,2.08,-1.16,3.06,-0.36,3.55,4.9,1.19
SGP,-0.05,0.94,1.99,1.26,1.72,2.2,5.67,-0.02,1.52,2.17,2.55,1.71,1.95,0.5,0.9,1.45,1.68,1.04,-0.16,0.93,3.91
SLV,-0.17,4.49,6.55,5.97,8.78,7.0,14.65,-17.56,-0.4,2.27,1.22,0.69,0.5,0.22,-0.02,0.12,0.19,0.07,0.32,2.11,4.88
SVK,4.02,3.45,3.21,1.82,2.77,2.68,3.86,1.38,0.79,1.36,2.56,0.84,0.28,0.16,0.21,1.49,2.48,1.92,2.16,4.11,10.4
SVN,7.95,5.84,3.15,1.14,1.58,3.79,4.95,1.54,0.3,0.85,1.72,1.71,0.46,0.45,0.62,1.06,1.2,1.69,0.69,1.08,5.65
SWE,1.99,1.09,0.18,0.01,0.75,2.56,2.07,-0.95,0.51,3.01,0.87,-0.24,-0.02,0.02,0.9,1.37,1.09,1.52,1.19,1.3,5.47
THA,0.44,-0.27,0.27,1.61,2.4,0.8,0.04,-1.09,0.82,0.55,0.86,0.82,0.64,0.89,0.69,0.33,0.53,0.36,0.07,0.0,0.54
TTO,0.6,0.39,1.64,2.57,3.63,4.32,6.16,4.15,4.31,1.72,2.48,2.38,1.99,1.84,2.14,1.66,0.98,1.12,0.09,1.52,3.96
TUN,1.68,1.78,2.23,2.22,2.49,2.32,3.27,3.01,2.85,2.88,4.18,4.57,4.27,4.67,4.38,5.42,7.49,6.91,6.66,5.68,7.14
TUR,43.16,21.85,9.75,8.85,7.36,7.11,6.22,4.4,4.13,5.66,7.21,6.27,9.17,8.04,8.47,10.09,16.46,13.45,11.19,18.28,57.52
TWN,-0.01,-0.69,0.33,0.15,0.52,1.05,1.28,-0.55,0.5,0.76,0.64,0.36,0.37,0.36,0.56,0.7,0.95,0.3,0.22,1.27,1.77
USA,2.32,1.46,1.76,2.17,2.5,2.34,2.3,1.7,0.96,1.66,2.11,1.76,1.75,1.83,2.21,1.84,2.14,2.19,1.7,3.57,6.22
ARM,3.59,8.86,20.97,7.58,0.92,0.65,3.33,7.07,22.57,9.12,6.98,4.72,8.47,-0.77,1.51,2.16,0.08,0.63,2.98,9.87,3.54
AUS,0.22,-1.23,7.66,6.04,6.14,2.29,8.08,-5.5,7.08,8.91,3.72,-0.5,-3.47,-4.94,-1.43,8.49,5.21,1.01,-3.71,5.74,6.74
AUT,-1.14,-0.06,1.73,3.1,1.69,2.77,3.49,-1.56,2.74,4.06,0.88,-0.88,-1.1,-1.48,-1.83,1.96,2.38,0.11,-1.59,7.95,19.89
BEL,0.22,-1.23,7.66,6.04,6.14,2.29,8.08,-5.5,7.08,8.91,3.72,-0.5,-3.47,-2.0,-1.42,8.49,5.21,1.02,-3.71,17.34,38.21
BGR,1.29,4.94,5.97,8.11,12.89,7.57,10.32,-6.89,8.93,9.58,4.08,-1.63,-1.25,-1.98,-3.11,4.98,3.95,3.07,-1.9,15.29,38.76
BLR,-1.83,3.01,1.22,3.23,4.01,1.22,4.14,-3.3,1.85,4.15,1.72,-0.19,-0.54,-0.54,-1.24,1.94,1.86,0.94,-0.76,12.24,15.72
BRA,16.66,27.56,10.46,5.56,0.81,5.6,13.7,-0.21,5.72,9.44,5.89,5.93,4.59,5.98,3.91,2.63,11.28,29.17,17.83,35.41,19.05
CAN,0.06,-1.22,3.2,1.64,2.27,1.54,4.35,-3.5,1.5,6.94,1.1,0.41,2.49,-0.84,-0.2,3.13,3.85,-0.12,-0.46,13.88,13.49
CHE,-0.48,-0.7,0.68,1.09,2.03,2.31,3.05,-1.51,-0.16,-1.2,-0.46,0.19,-0.82,-3.57,-1.49,-0.47,1.41,-0.32,-0.55,1.22,4.16
CHN,-2.26,2.34,6.1,5.29,3.63,3.26,7.27,-5.07,6.26,6.44,-1.71,-1.9,-1.88,-5.19,-1.0,6.25,3.59,-0.47,-1.83,1.65,8.74
COL,5.29,9.13,5.16,3.14,4.18,1.02,7.22,1.94,-0.89,8.83,-0.08,-1.28,2.91,3.89,5.4,0.87,5.14,4.34,3.22,8.67,18.29
CRI,7.68,11.68,16.72,15.32,13.91,13.85,25.45,1.74,3.0,9.46,3.77,2.46,4.47,1.29,-1.06,2.32,3.3,2.6,0.14,2.74,8.93
CYP,2.22,3.19,4.05,5.24,5.13,3.3,10.93,-1.66,3.74,5.04,6.86,-2.05,-2.83,-5.14,-4.12,3.09,2.33,2.46,-2.52,6.57,21.55
CZE,-0.54,-0.33,5.67,3.01,1.57,4.17,4.18,-3.13,1.2,5.52,2.15,0.79,-0.75,-3.2,-3.25,1.84,2.05,2.56,0.11,5.75,13.5
DEU,-1.83,3.01,1.22,3.23,4.01,1.22,4.14,-3.3,1.85,4.15,1.72,-0.19,-0.54,-0.54,-1.24,1.94,1.86,0.94,-0.76,7.48,23.76
DNK,1.9,-0.41,2.39,7.88,7.45,1.94,12.74,-10.38,7.36,8.6,2.3,1.62,-0.99,-3.68,-1.4,2.5,4.3,-0.65,-2.74,13.64,34.18
ECU,4.81,2.91,5.4,4.22,3.1,7.81,11.78,-0.35,6.11,5.48,2.84,1.18,3.86,1.97,0.05,-0.66,1.31,-0.12,-0.96,0.87,6.79
ESP,0.35,0.72,3.15,4.5,5.1,3.18,5.74,-3.33,3.97,6.45,3.38,-0.06,-1.46,-1.48,-2.72,4.15,2.41,-0.31,-3.55,14.83,35.15
EST,-0.16,0.19,2.87,2.13,4.4,8.25,7.03,-0.61,3.32,4.44,2.3,4.12,-1.57,-2.05,-0.71,3.6,2.64,-0.19,-2.44,12.47,30.16
FIN,-1.23,-0.13,1.57,3.76,5.69,4.03,5.65,-6.41,4.17,5.59,1.36,-0.37,-0.97,-1.96,-2.3,3.57,4.7,0.31,-4.65,12.71,25.16
FRA,0.47,0.63,1.87,2.98,3.18,2.12,4.63,-4.73,2.54,4.56,2.31,-0.02,-1.32,-1.64,-2.23,2.35,2.38,0.48,-1.92,8.67,24.19
GBR,-0.4,0.2,2.59,7.9,6.42,1.6,14.73,-0.61,4.79,9.13,2.36,3.25,-7.37,-6.64,1.97,6.11,3.7,0.82,-0.06,5.04,17.17
GEO,6.32,3.34,4.64,7.45,10.82,11.59,9.76,-5.48,11.34,12.82,1.62,-2.0,2.86,7.5,-0.13,10.97,6.11,7.18,11.75,16.72,14.46
GRC,0.22,-1.23,7.66,6.04,6.14,2.29,8.08,-5.5,7.08,8.91,3.72,-0.5,-3.47,-4.94,-1.43,8.49,5.21,1.01,5.32,13.75,39.92
HRV,-0.39,1.31,3.36,4.33,1.46,3.69,6.82,-2.31,4.24,7.13,5.3,-0.23,-2.5,-3.68,-3.97,2.01,2.12,0.7,-3.32,8.03,21.12
HUN,-0.25,1.84,4.03,4.2,7.41,0.78,5.6,4.48,3.68,4.22,4.13,0.76,-0.41,-0.95,-1.7,3.29,5.51,2.13,4.23,13.5,22.12
IND,2.44,5.33,6.18,4.62,6.0,4.89,8.67,2.35,9.58,9.44,7.32,5.42,3.35,-3.89,-0.05,3.44,4.27,1.88,0.47,10.77,13.56
IRL,-1.14,-8.09,-2.41,-0.49,0.79,-1.99,-1.39,0.44,-0.3,0.68,1.84,-0.41,-1.29,5.38,-1.23,-0.15,-1.77,-1.48,-8.72,-0.93,10.82
ISR,3.87,4.33,5.43,6.25,5.69,3.45,9.6,-6.35,3.98,7.76,4.33,0.42,-1.37,-5.86,-3.62,1.45,3.33,-1.11,-4.9,6.83,13.78
ITA,0.06,0.92,2.27,3.53,4.48,3.04,5.1,-4.71,2.94,4.77,3.58,-1.09,-1.44,-2.68,-1.93,2.34,3.29,0.18,56.14,6.22,14.41
JPN,-2.08,-0.83,1.27,1.66,2.17,1.74,4.57,-5.25,-0.57,1.43,-0.86,1.24,3.21,-2.29,-3.5,2.34,2.51,4.12,3.0,4.75,8.51
KAZ,0.24,9.28,16.73,23.7,18.44,12.35,36.84,-22.05,25.17,27.23,3.54,-0.34,9.47,-20.52,16.84,15.29,18.96,5.09,-7.93,32.46,29.82
KGZ,5.34,5.62,8.79,3.12,15.91,11.77,25.35,11.33,23.12,21.8,-2.15,-6.08,0.23,9.11,6.41,1.66,1.48,4.27,20.8,11.97,6.6
KOR,0.22,-1.23,7.66,6.04,6.14,2.29,8.08,-5.5,7.08,8.91,3.72,-0.5,-3.47,-4.94,-1.43,8.49,5.21,1.01,-0.46,6.38,9.01
LTU,-2.72,-0.57,5.94,11.59,7.36,6.89,18.18,-13.47,10.28,13.89,5.01,-2.36,-4.93,-9.62,-4.37,5.06,5.62,-0.08,-8.88,9.62,26.35
LUX,-1.03,0.94,10.19,6.19,6.34,5.92,6.13,-9.92,5.18,8.54,0.24,-3.47,-1.97,-0.83,-1.17,2.92,4.56,-1.87,-1.95,11.32,27.94
LVA,0.43,3.41,8.08,7.93,10.22,16.11,11.71,-4.18,2.84,7.62,3.72,1.79,0.41,-0.94,-2.41,2.45,4.39,1.75,-1.87,13.07,29.78
MEX,5.1,8.3,7.99,4.71,5.58,4.42,7.11,4.46,4.21,5.22,4.63,1.37,2.67,2.93,5.67,6.91,5.47,2.92,4.78,7.09,9.29
MKD,-0.77,0.02,0.92,3.16,6.85,2.52,10.12,-7.23,11.73,11.87,1.37,-1.37,-1.98,-3.87,-3.1,4.79,0.89,2.09,0.65,11.13,18.99
MLT,-2.29,-5.35,-3.27,-0.61,5.85,-4.82,-1.23,-1.17,1.28,2.15,-1.39,-3.0,-0.59,-2.17,-0.18,1.51,4.36,2.18,0.32,3.21,5.8
MNE,7.4,4.67,6.26,2.04,3.75,8.72,16.04,-5.42,-0.52,3.61,1.92,1.78,0.58,0.26,-0.41,1.75,1.75,2.42,-0.04,1.29,10.76
MYS,-0.76,4.6,6.98,6.86,5.26,5.53,10.19,-7.32,5.96,12.32,-0.47,-2.7,1.52,-7.45,-1.05,6.69,-1.14,-1.35,-2.66,9.46,8.7
NLD,-1.34,0.72,3.76,6.4,5.16,4.96,7.42,-11.56,8.96,10.9,0.42,-1.15,-1.64,-4.96,-2.48,4.82,2.98,0.93,1.59,12.52,26.3
NOR,-3.3,3.59,11.74,16.51,12.83,0.0,22.82,-0.77,18.37,16.28,2.74,0.65,-1.4,-8.1,-8.02,9.28,14.82,-3.57,-10.16,37.75,64.26
NZL,0.13,-0.77,1.88,4.65,6.21,2.38,10.72,-1.54,2.72,4.7,0.98,1.54,0.07,-2.16,0.48,4.5,4.21,2.24,21.3,5.71,5.77
PER,-1.05,1.7,5.21,2.29,3.19,2.49,8.91,-1.76,1.83,6.34,1.77,0.38,1.83,1.77,1.58,1.15,1.63,1.18,0.22,9.35,11.25
PHL,2.03,8.64,12.03,9.04,11.17,-0.72,4.07,-1.37,-4.93,0.92,-0.58,-7.57,-0.92,-6.72,-4.77,-0.93,0.68,1.63,-4.04,-1.78,5.91
POL,1.16,2.68,7.14,0.72,2.21,2.22,2.25,3.38,2.15,7.49,3.23,-1.31,-1.45,-2.27,-0.28,2.73,2.07,1.43,-0.53,8.04,22.18
PRT,0.52,0.96,2.64,5.07,4.9,2.28,4.77,-6.34,3.02,5.82,3.72,-0.64,-1.89,-3.26,-2.68,3.34,2.67,0.02,-4.18,8.87,23.0
PRY,19.89,26.46,5.78,8.98,7.11,3.68,12.98,-0.32,6.55,12.63,3.29,0.49,2.85,1.94,4.97,3.21,2.7,1.42,2.74,8.64,16.32
ROU,23.05,19.52,19.1,7.61,6.7,6.37,12.69,2.52,4.37,7.1,5.41,2.09,-0.12,-1.84,-1.79,3.47,5.03,3.95,0.0,14.9,47.93
RUS,10.44,16.38,23.36,20.57,12.41,14.09,21.42,-7.19,12.22,17.51,6.36,3.56,6.13,13.82,4.32,7.64,12.15,1.98,-3.76,24.47,19.96
SGP,-6.91,-0.76,4.57,5.67,2.36,-1.56,3.43,-13.45,1.74,5.34,0.35,-3.07,-3.41,-9.16,-5.5,3.83,4.41,-3.32,-6.92,15.22,22.02
SLV,-2.01,2.99,6.55,9.07,4.75,4.74,16.59,-11.64,2.95,6.05,4.06,0.85,1.01,-0.11,-0.89,1.27,1.57,0.94,-0.21,3.09,5.62
SRB,10.68,5.89,9.55,11.91,12.16,6.24,13.03,5.55,12.7,14.75,5.58,3.08,0.93,0.29,-0.42,3.17,2.23,0.63,-1.19,8.62,15.98
SVK,2.07,6.3,1.83,3.49,3.26,-1.19,2.21,-6.95,0.53,4.6,1.74,-0.99,-3.42,-2.89,-3.98,2.43,2.52,1.91,-1.52,6.8,29.48
SVN,3.61,1.22,2.58,1.88,2.25,4.19,3.84,-1.33,2.14,4.53,0.87,0.02,-0.61,-0.22,-1.36,2.15,2.07,0.68,-0.24,5.54,19.1
SWE,-0.07,0.0,0.7,3.99,5.08,3.69,4.36,1.14,1.06,0.38,-0.97,-2.8,1.43,0.01,-0.92,5.2,6.6,2.97,-0.25,10.69,22.15
THA,1.67,4.01,6.72,9.18,7.07,3.22,12.42,-3.8,9.41,5.45,1.02,0.31,0.14,-4.11,-1.18,0.7,0.38,-0.96,-1.6,4.72,10.9
TJK,9.35,15.27,16.43,7.54,42.68,21.85,20.83,-3.4,38.45,29.95,14.2,3.89,0.88,4.32,6.71,9.32,2.18,1.79,5.45,3.83,15.21
TUN,3.09,2.36,2.81,4.12,7.33,3.23,11.71,2.88,2.65,5.82,5.11,1.77,2.05,5.05,1.41,4.6,7.94,5.98,1.86,9.27,10.78
TUR,50.11,22.67,14.56,5.89,8.3,6.31,12.72,1.23,8.52,11.09,6.09,4.48,10.25,5.28,4.3,15.82,27.01,17.56,12.14,43.86,130.85
UKR,3.05,7.71,20.32,16.71,9.49,19.48,35.56,6.59,20.88,19.0,3.65,-0.05,17.17,35.69,20.92,26.45,17.58,4.14,-1.88,40.82,61.05
URY,31.93,38.92,14.69,-2.57,5.92,11.81,16.94,2.11,7.61,15.93,6.43,3.94,10.41,6.83,3.35,1.67,9.67,12.78,10.46,14.42,14.19
USA,-2.29,5.35,6.18,7.32,4.67,4.8,9.81,-8.84,4.48,3.87,1.86,1.36,1.58,-0.87,0.42,2.33,2.9,1.69,-2.12,8.95,7.91
ZAF,0.22,-1.23,7.66,6.04,6.14,2.29,8.08,-5.5,7.08,8.91,4.47,6.0,7.4,3.61,7.08,4.88,5.45,4.62,2.49,7.12,14.36
